# savednetworks/compressed/gen_albert_barabasi_0.graph analysis
0.0	0.12469190887072423
0.025	0.12387617149534795
0.05	0.12275217804453073
0.075	0.1216072161812419
0.1	0.12037246295740311
0.125	0.11922345948751711
0.15	0.11853362680380464
0.175	0.1172842352940704
0.2	0.11643501302367672
0.225	0.11537225251929921
0.25	0.11336814493766202
0.275	0.11130070540794279
0.3	0.10984662711995123
0.325	0.10699047578570806
0.35	0.10503747508744575
0.375	0.10245196546663253
0.4	0.10010966100704345
0.425	0.09820550159969274
0.45	0.09594940560430218
0.475	0.09266133426881125
0.5	0.08710429518832283
0.525	0.08181770640010458
0.55	0.07760865719660152
0.575	0.07386055044378743
0.6	0.06964078569787925
0.625	0.059646225503577156
0.65	0.054357063241541145
0.675	0.04934771096687093
0.7	0.04331260200704318
0.725	0.037866931462036714
0.75	0.030899358134932893
0.775	0.019097294438068048
0.8	0.012261122503339238
0.825	0.008634649874456468
0.85	0.005551395638733482
0.875	0.0029594859111241817
0.9	0.0016678002761388365
0.925	0.001402264355937137
0.95	0.0005911654135338345
0.975	0.0005988274706867671
